Hourly_DateTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,ZenithDeviation
2016-11-25 07:00:00,65.53,46.18,30.49,101.73,119.19,5.52,281.73
2016-11-25 08:00:00,176.89,45.58,30.49,102.0,121.38,8.34,221.5
2016-11-25 09:00:00,260.52,46.92,30.5,102.0,109.4,8.53,161.5
2016-11-25 10:00:00,345.34,46.92,30.49,102.0,105.98,9.09,101.5
2016-11-25 11:00:00,546.32,47.33,30.48,100.5,97.72,9.09,41.5
2016-11-25 12:00:00,824.43,48.92,30.46,95.33,91.46,7.4,19.83
2016-11-25 13:00:00,817.51,49.42,30.44,87.92,116.08,8.34,77.5
2016-11-25 14:00:00,695.92,50.75,30.43,74.58,77.11,7.59,137.5
2016-11-25 15:00:00,500.74,52.58,30.43,70.0,142.59,6.0,197.5
2016-11-25 16:00:00,186.02,50.08,30.44,93.5,119.43,7.59,257.5
2016-11-25 17:00:00,39.2,47.42,30.44,93.58,130.87,8.44,317.5
2016-11-25 18:00:00,1.2,46.92,30.45,97.0,134.45,12.75,377.5
2016-11-25 19:00:00,1.21,46.5,30.46,95.92,132.85,8.25,437.5
2016-11-25 20:00:00,1.22,47.0,30.47,99.0,135.77,9.19,497.5
2016-11-25 21:00:00,1.21,45.92,30.47,100.0,119.27,7.59,557.5
2016-11-25 22:00:00,1.21,46.0,30.47,99.75,135.31,9.94,617.5
2016-11-25 23:00:00,1.21,47.0,30.47,100.67,147.87,9.0,677.5
2016-11-26 00:00:00,1.22,46.08,30.46,101.0,137.45,7.5,702.5
