Hourly_DateTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,ZenithDeviation,Year,Month,Day,Hour,Log_Radiation
2016-10-08 08:00:00,327.73,54.27,30.42,80.55,131.56,2.76,222.73,2016,10,8,8,5.79
2016-10-08 09:00:00,749.87,59.67,30.43,66.33,129.87,1.87,162.50,2016,10,8,9,6.62
2016-10-08 10:00:00,872.04,60.75,30.43,71.08,53.72,4.12,102.50,2016,10,8,10,6.77
2016-10-08 11:00:00,831.77,61.25,30.42,71.67,24.17,5.06,42.50,2016,10,8,11,6.72
2016-10-08 12:00:00,955.92,62.58,30.40,66.83,81.31,3.84,20.00,2016,10,8,12,6.86
2016-10-08 13:00:00,557.69,62.75,30.39,73.50,182.16,5.34,77.50,2016,10,8,13,6.32
2016-10-08 14:00:00,407.48,61.33,30.38,83.42,171.18,4.22,137.50,2016,10,8,14,6.01
2016-10-08 15:00:00,327.06,60.75,30.38,88.25,332.44,7.97,197.50,2016,10,8,15,5.79
2016-10-08 16:00:00,66.27,57.75,30.38,96.17,158.20,4.03,257.50,2016,10,8,16,4.19
2016-10-08 17:00:00,42.36,56.75,30.38,96.42,324.55,3.93,317.50,2016,10,8,17,3.75
2016-10-08 18:00:00,2.88,55.33,30.40,99.25,188.72,2.34,377.50,2016,10,8,18,1.06
2016-10-08 19:00:00,1.25,53.08,30.41,98.42,159.53,3.00,437.50,2016,10,8,19,0.22
2016-10-08 20:00:00,1.24,51.58,30.43,97.58,173.08,3.56,497.50,2016,10,8,20,0.21
2016-10-08 21:00:00,1.24,50.67,30.43,95.25,170.67,4.68,557.50,2016,10,8,21,0.21
2016-10-08 22:00:00,1.26,50.00,30.43,91.75,186.00,5.90,617.50,2016,10,8,22,0.23
2016-10-08 23:00:00,1.25,50.17,30.43,88.50,190.77,7.97,677.50,2016,10,8,23,0.23
2016-10-09 00:00:00,1.26,50.00,30.42,86.38,189.84,8.57,695.00,2016,10,9,0,0.23
2016-10-09 01:00:00,1.24,49.91,30.41,86.91,189.57,9.30,644.55,2016,10,9,1,0.22
2016-10-09 02:00:00,1.22,48.50,30.40,84.92,185.84,9.37,582.50,2016,10,9,2,0.20
2016-10-09 03:00:00,1.24,48.00,30.39,81.92,186.89,11.25,522.50,2016,10,9,3,0.21
2016-10-09 04:00:00,1.23,47.17,30.39,80.58,185.90,9.47,462.50,2016,10,9,4,0.21
2016-10-09 05:00:00,1.23,46.91,30.40,81.82,184.08,10.02,402.27,2016,10,9,5,0.21
2016-10-09 06:00:00,11.45,47.42,30.41,78.92,189.01,11.71,342.50,2016,10,9,6,2.44
2016-10-09 07:00:00,217.15,51.42,30.42,75.08,194.74,7.97,282.50,2016,10,9,7,5.38
2016-10-09 08:00:00,521.16,59.00,30.43,60.50,253.93,3.47,222.50,2016,10,9,8,6.26
2016-10-09 09:00:00,745.64,61.50,30.44,52.33,271.26,3.37,162.50,2016,10,9,9,6.61
2016-10-09 10:00:00,889.62,64.17,30.44,56.00,66.77,4.97,102.50,2016,10,9,10,6.79
2016-10-09 11:00:00,980.45,64.92,30.43,58.00,83.62,4.78,42.50,2016,10,9,11,6.89
2016-10-09 12:00:00,1053.05,64.64,30.42,61.64,146.79,6.03,21.36,2016,10,9,12,6.96
2016-10-09 13:00:00,844.45,63.33,30.40,64.58,117.17,5.62,77.50,2016,10,9,13,6.74
2016-10-09 14:00:00,632.89,63.25,30.39,67.25,109.08,5.72,137.50,2016,10,9,14,6.45
2016-10-09 15:00:00,473.49,61.92,30.39,77.17,104.59,6.56,197.50,2016,10,9,15,6.16
2016-10-09 16:00:00,340.10,60.42,30.39,75.42,52.13,3.94,257.50,2016,10,9,16,5.83
2016-10-09 17:00:00,86.71,58.91,30.39,72.36,68.13,3.37,316.36,2016,10,9,17,4.46
2016-10-09 18:00:00,1.97,54.50,30.41,82.92,119.56,2.06,377.50,2016,10,9,18,0.68
2016-10-09 19:00:00,1.24,51.00,30.42,90.58,156.65,3.65,437.50,2016,10,9,19,0.21
2016-10-09 20:00:00,1.24,50.00,30.44,92.64,168.48,4.19,499.09,2016,10,9,20,0.22
2016-10-09 21:00:00,1.24,49.58,30.44,93.08,179.96,5.90,557.50,2016,10,9,21,0.21
2016-10-09 22:00:00,1.23,50.17,30.44,87.83,187.76,7.78,617.50,2016,10,9,22,0.21
2016-10-09 23:00:00,1.24,50.08,30.43,85.08,187.91,6.18,677.50,2016,10,9,23,0.21
2016-10-10 00:00:00,1.24,48.14,30.42,87.86,181.00,7.07,692.57,2016,10,10,0,0.21
2016-10-10 01:00:00,1.24,49.00,30.41,84.83,188.58,10.78,641.50,2016,10,10,1,0.22
2016-10-10 02:00:00,1.24,49.27,30.40,81.27,194.08,9.10,580.36,2016,10,10,2,0.21
2016-10-10 03:00:00,1.24,47.36,30.39,80.36,199.68,9.30,523.09,2016,10,10,3,0.21
2016-10-10 04:00:00,1.23,47.00,30.39,78.33,201.28,7.50,461.50,2016,10,10,4,0.21
2016-10-10 05:00:00,1.22,46.67,30.40,77.50,202.87,7.59,401.50,2016,10,10,5,0.20
2016-10-10 06:00:00,10.35,46.92,30.40,75.58,194.47,9.75,341.50,2016,10,10,6,2.34
2016-10-10 07:00:00,219.11,51.42,30.42,63.50,197.29,2.90,281.50,2016,10,10,7,5.39
2016-10-10 08:00:00,528.54,58.75,30.43,52.08,169.24,2.25,221.50,2016,10,10,8,6.27
2016-10-10 09:00:00,741.03,61.50,30.44,44.17,132.71,4.59,161.50,2016,10,10,9,6.61
2016-10-10 10:00:00,875.51,62.25,30.44,49.33,90.88,6.00,101.50,2016,10,10,10,6.77
2016-10-10 11:00:00,1017.84,62.75,30.43,53.00,52.23,5.62,41.50,2016,10,10,11,6.93
2016-10-10 12:00:00,1017.58,62.83,30.42,62.67,71.07,5.06,19.83,2016,10,10,12,6.93
2016-10-10 13:00:00,929.66,63.17,30.40,60.08,56.09,7.03,77.50,2016,10,10,13,6.83
2016-10-10 14:00:00,803.14,62.82,30.39,55.91,92.96,6.65,137.27,2016,10,10,14,6.69
2016-10-10 15:00:00,607.98,62.08,30.39,55.00,56.71,5.90,197.50,2016,10,10,15,6.41
2016-10-10 16:00:00,368.67,60.42,30.40,57.42,34.46,4.03,257.50,2016,10,10,16,5.91
2016-10-10 17:00:00,87.93,59.25,30.40,64.67,72.19,3.84,317.50,2016,10,10,17,4.48
2016-10-10 18:00:00,2.17,55.25,30.40,59.33,141.67,3.18,377.50,2016,10,10,18,0.77
2016-10-10 19:00:00,1.25,52.83,30.42,55.25,152.51,5.43,437.50,2016,10,10,19,0.22
2016-10-10 20:00:00,1.24,50.50,30.43,57.83,129.57,4.59,497.50,2016,10,10,20,0.21
2016-10-10 21:00:00,1.23,48.75,30.44,64.50,150.53,5.62,557.50,2016,10,10,21,0.20
2016-10-10 22:00:00,1.23,49.67,30.43,89.92,146.84,6.18,617.50,2016,10,10,22,0.21
2016-10-10 23:00:00,1.24,49.50,30.43,97.25,161.07,6.65,677.50,2016,10,10,23,0.21
2016-10-11 00:00:00,1.24,51.11,30.42,99.89,155.62,5.12,695.67,2016,10,11,0,0.21
2016-10-11 01:00:00,1.23,52.00,30.41,101.00,116.78,4.78,641.50,2016,10,11,1,0.20
2016-10-11 02:00:00,1.25,52.00,30.40,101.00,97.21,4.09,581.27,2016,10,11,2,0.22
2016-10-11 03:00:00,1.24,51.83,30.40,101.00,119.88,3.84,521.50,2016,10,11,3,0.21
2016-10-11 04:00:00,1.23,51.25,30.40,101.75,126.40,5.06,461.50,2016,10,11,4,0.21
2016-10-11 05:00:00,1.23,51.08,30.42,102.00,140.22,4.03,401.50,2016,10,11,5,0.21
2016-10-11 06:00:00,11.90,50.00,30.43,101.33,146.88,4.87,341.50,2016,10,11,6,2.48
2016-10-11 07:00:00,225.54,51.50,30.44,86.42,124.08,5.16,281.50,2016,10,11,7,5.42
2016-10-11 08:00:00,530.76,57.75,30.45,67.08,67.76,3.37,221.33,2016,10,11,8,6.27
2016-10-11 09:00:00,740.19,58.25,30.46,73.83,35.84,4.78,161.50,2016,10,11,9,6.61
2016-10-11 10:00:00,891.46,59.08,30.45,84.33,114.81,6.56,101.50,2016,10,11,10,6.79
2016-10-11 11:00:00,962.92,58.83,30.45,85.33,130.25,5.43,41.50,2016,10,11,11,6.87
2016-10-11 12:00:00,935.13,59.42,30.43,83.17,119.16,6.37,19.83,2016,10,11,12,6.84
2016-10-11 13:00:00,946.72,60.00,30.42,82.33,58.58,5.34,77.50,2016,10,11,13,6.85
2016-10-11 14:00:00,720.26,60.25,30.41,79.42,172.08,5.90,137.50,2016,10,11,14,6.58
2016-10-11 15:00:00,611.62,60.75,30.41,79.58,79.36,4.59,197.50,2016,10,11,15,6.42
